Age,Gender (male=1),Gift Size,Billing State
37.0, 1, 8.64, Florida
97.0, 1, 73.46, Pennsylvania
32.0, 0, 231.99, Kansas
71.0, 0, 90.73, Texas
74.0, 1, 31.78, Pennsylvania
41.0, 0, 60.58, Colorado
35.0, 0, 26.47, Georgia
46.0, 1, 96.7, Kentucky
65.0, 1, 410.23, Florida
50.0, 1, 76.86, New York
37.0, 0, 354.51, Minnesota
1.0, 0, 216.81, California
42.0, 0, 44.44, New Jersey
37.0, 1, 70.95, Arizona
26.0, 1, 30.05, Alabama
60.0, 0, 224.57, California
35.0, 1, 21.75, Virginia
14.0, 1, 34.56, Virginia
46.0, 1, 37.15, South Carolina
60.0, 1, 164.21, California
51.0, 1, 21.74, Minnesota
4.0, 1, 106.22, Florida
4.0, 0, 22.04, Minnesota
106.0, 0, 30.86, Arizona
0.0, 1, 78.19, New York
96.0, 0, 45.88, Pennsylvania
47.0, 0, 35.66, Texas
29.0, 1, 322.29, Louisiana
41.0, 1, 3.37, Virginia
29.0, 0, 3.64, Illinois
37.0, 0, 63.99, Maryland
60.0, 0, 16.78, Texas
44.0, 0, 2.11, California
73.0, 1, 38.42, California
24.0, 0, 89.98, North Carolina
45.0, 1, 63.85, Michigan
87.0, 0, 101.91, Oklahoma
16.0, 1, 52.35, Illinois
8.0, 0, 11.57, Pennsylvania
93.0, 0, 176.25, Nebraska
10.0, 1, 5.27, Texas
13.0, 0, 15.79, California
2.0, 0, 509.45, New York
94.0, 0, 3.73, California
10.0, 0, 76.23, Louisiana
29.0, 1, 16.8, Louisiana
84.0, 0, 28.57, Pennsylvania
30.0, 1, 158.78, Pennsylvania
24.0, 0, 216.2, California
39.0, 1, 39.53, Texas
20.0, 1, 103.5, California
8.0, 1, 22.0, Illinois
49.0, 0, 1028.85, New York
44.0, 0, 190.67, Georgia
48.0, 0, 332.22, New Mexico
24.0, 1, 34.13, Florida
29.0, 1, 228.71, Arkansas
94.0, 1, 63.62, Missouri
22.0, 0, 78.12, California
6.0, 0, 442.96, Texas
66.0, 0, 38.54, Florida
14.0, 1, 12.84, Maryland
17.0, 1, 32.27, Kentucky
55.0, 1, 57.82, Texas
2.0, 1, 230.37, Pennsylvania
21.0, 0, 211.84, Utah
5.0, 1, 46.67, North Carolina
18.0, 0, 81.4, Michigan
52.0, 1, 68.95, Kentucky
11.0, 1, 19.47, Michigan
56.0, 0, 24.92, Florida
11.0, 1, 29.53, Texas
2.0, 0, 26.55, Florida
61.0, 0, 106.96, Hawaii
7.0, 1, 170.14, Nevada
39.0, 0, 96.32, Iowa
61.0, 0, 17.11, Connecticut
28.0, 1, 79.58, Texas
25.0, 1, 12.85, Mississippi
55.0, 1, 57.79, Virginia
80.0, 1, 9.49, Missouri
48.0, 1, 11.17, Illinois
57.0, 1, 126.62, Michigan
65.0, 0, 837.52, Washington
49.0, 0, 53.28, Indiana
29.0, 0, 60.74, Wisconsin
77.0, 1, 6.18, Tennessee
1.0, 0, 21.25, Illinois
45.0, 0, 1565.81, Indiana
8.0, 0, 67.37, Texas
26.0, 1, 72.46, Utah
70.0, 1, 49.02, Arizona
55.0, 1, 27.74, New York
11.0, 0, 171.78, Kansas
89.0, 1, 349.53, Louisiana
7.0, 0, 14.78, Wisconsin
62.0, 0, 49.6, Louisiana
47.0, 1, 503.98, New Mexico
23.0, 0, 71.8, Kentucky
14.0, 1, 24.35, Washington
11.0, 0, 37.2, Colorado
52.0, 1, 288.03, Arizona
99.0, 0, 40.38, Texas
12.0, 1, 191.91, North Carolina
11.0, 0, 180.63, Wisconsin
36.0, 0, 102.5, Colorado
73.0, 1, 178.25, California
57.0, 1, 42.48, Texas
63.0, 0, 7.01, Texas
29.0, 1, 38.27, Pennsylvania
13.0, 1, 33.8, New York
50.0, 0, 103.35, Missouri
32.0, 1, 37.95, Ohio
0.0, 1, 140.59, Georgia
64.0, 1, 8.22, Indiana
42.0, 1, 9.55, Florida
8.0, 0, 32.6, Pennsylvania
17.0, 1, 80.92, Arizona
8.0, 0, 91.76, Pennsylvania
67.0, 0, 44.33, Indiana
12.0, 0, 94.0, Arizona
27.0, 0, 182.44, Iowa
11.0, 1, 80.12, Arizona
64.0, 1, 352.43, Michigan
16.0, 0, 25.12, Florida
27.0, 0, 37.46, Arizona
41.0, 0, 323.81, North Carolina
68.0, 1, 241.0, Texas
11.0, 1, 54.91, Rhode Island
60.0, 0, 615.36, Colorado
9.0, 1, 310.79, New York
57.0, 1, 160.36, California
35.0, 1, 576.85, Texas
30.0, 1, 99.32, West Virginia
2.0, 0, 65.54, Maryland
47.0, 1, 51.81, Texas
23.0, 0, 303.16, Pennsylvania
23.0, 0, 31.24, Michigan
0.0, 0, 118.41, New York
9.0, 0, 238.26, Illinois
49.0, 1, 25.11, Indiana
39.0, 1, 115.5, Tennessee
1.0, 1, 61.15, Illinois
34.0, 0, 53.43, Missouri
62.0, 0, 124.82, North Carolina
49.0, 0, 213.97, Virginia
39.0, 0, 37.54, Minnesota
60.0, 0, 57.88, Maine
37.0, 1, 18.1, Florida
57.0, 1, 262.56, South Carolina
56.0, 0, 58.48, Colorado
38.0, 0, 30.0, Mississippi
4.0, 0, 95.32, Texas
14.0, 0, 68.27, California
52.0, 0, 17.17, Oregon
17.0, 1, 23.86, Illinois
109.0, 1, 95.23, Minnesota
91.0, 0, 30.48, Oregon
62.0, 0, 12.09, Michigan
67.0, 1, 212.48, Illinois
49.0, 1, 111.55, Alabama
50.0, 1, 32.61, Washington
49.0, 1, 85.15, California
30.0, 1, 3.1, California
53.0, 0, 140.65, New York
48.0, 0, 49.06, Louisiana
3.0, 0, 15.73, California
71.0, 0, 141.26, Tennessee
6.0, 0, 48.77, Virginia
3.0, 0, 78.58, Ohio
3.0, 1, 91.2, Florida
76.0, 1, 32.07, New Jersey
12.0, 1, 7.78, California
44.0, 1, 209.12, Florida
36.0, 0, 12.57, Virginia
43.0, 0, 6.72, North Carolina
49.0, 1, 35.48, Nevada
30.0, 0, 20.03, Texas
28.0, 1, 122.91, Florida
48.0, 1, 19.02, Virginia
73.0, 1, 134.07, Louisiana
80.0, 1, 114.85, Illinois
83.0, 1, 57.35, Illinois
66.0, 0, 239.08, Illinois
51.0, 1, 23.13, Nevada
53.0, 0, 193.2, California
62.0, 0, 6.92, Alaska
68.0, 0, 58.48, California
36.0, 0, 56.55, Virginia
60.0, 1, 37.45, Connecticut
25.0, 1, 36.36, New Mexico
94.0, 1, 51.5, Illinois
45.0, 0, 488.32, North Carolina
78.0, 0, 169.5, New York
86.0, 1, 4.93, Texas
97.0, 0, 13.69, Texas
2.0, 1, 73.57, Oregon
37.0, 1, 42.65, California
2.0, 0, 240.9, California
27.0, 1, 22.63, Kansas
55.0, 0, 13.39, Louisiana
84.0, 0, 120.67, California
77.0, 1, 56.25, Michigan
27.0, 1, 165.78, Texas
42.0, 1, 266.3, Georgia
1.0, 0, 75.83, Michigan
20.0, 1, 20.31, Massachusetts
60.0, 1, 20.14, Florida
32.0, 1, 61.75, South Dakota
51.0, 1, 23.8, Ohio
44.0, 0, 21.07, Pennsylvania
40.0, 0, 132.46, Arizona
97.0, 1, 224.15, Texas
30.0, 1, 38.27, Connecticut
15.0, 0, 6.44, North Carolina
35.0, 0, 16.41, Florida
14.0, 1, 33.05, Florida
24.0, 0, 27.58, Georgia
47.0, 0, 56.91, Kansas
36.0, 1, 111.59, Iowa
44.0, 1, 706.65, Indiana
14.0, 0, 56.27, California
92.0, 0, 72.16, Florida
64.0, 1, 64.59, Michigan
73.0, 1, 56.18, Colorado
8.0, 1, 26.28, California
74.0, 0, 32.97, Ohio
58.0, 1, 191.52, Louisiana
38.0, 0, 178.49, New Mexico
53.0, 0, 234.99, Florida
61.0, 1, 17.95, Massachusetts
13.0, 0, 245.54, North Carolina
87.0, 0, 60.7, New Jersey
49.0, 0, 44.02, Illinois
6.0, 1, 106.93, Michigan
19.0, 1, 93.2, Missouri
27.0, 1, 322.06, North Carolina
48.0, 1, 26.33, Texas
25.0, 1, 9.78, Arkansas
56.0, 1, 19.08, Kentucky
50.0, 1, 42.26, Maine
56.0, 1, 30.77, West Virginia
1.0, 0, 253.1, New York
11.0, 1, 123.96, Massachusetts
33.0, 1, 125.43, Texas
72.0, 0, 80.78, Texas
60.0, 0, 62.45, Mississippi
37.0, 0, 37.99, New Jersey
70.0, 0, 227.3, Texas
57.0, 0, 52.92, West Virginia
70.0, 0, 102.46, Mississippi
24.0, 1, 69.22, California
4.0, 1, 208.76, Kansas
13.0, 0, 368.08, North Carolina
10.0, 0, 141.45, Minnesota
48.0, 1, 41.83, New York
78.0, 0, 70.28, Minnesota
48.0, 0, 34.87, Colorado
5.0, 0, 347.02, Alabama
86.0, 0, 159.91, Minnesota
24.0, 1, 25.8, Texas
16.0, 1, 64.55, Texas
47.0, 1, 27.76, Maryland
26.0, 1, 130.05, California
4.0, 0, 17.88, New York
58.0, 0, 293.97, Massachusetts
14.0, 1, 5.04, California
38.0, 1, 35.1, Illinois
5.0, 1, 210.56, Tennessee
11.0, 1, 229.69, Missouri
34.0, 0, 22.85, Texas
55.0, 0, 74.09, Pennsylvania
39.0, 1, 256.77, California
27.0, 1, 13.77, Louisiana
21.0, 0, 228.03, Oklahoma
26.0, 0, 122.47, Texas
59.0, 1, 153.07, Illinois
67.0, 1, 3.16, California
9.0, 1, 11.19, Texas
4.0, 1, 25.92, Texas
4.0, 0, 41.59, Indiana
31.0, 1, 22.79, Georgia
66.0, 1, 2.26, Florida
60.0, 0, 99.66, Ohio
37.0, 0, 594.74, Illinois
40.0, 1, 191.13, North Carolina
4.0, 1, 189.03, Illinois
10.0, 0, 13.32, New Jersey
1.0, 1, 175.03, Arizona
33.0, 1, 23.88, Illinois
35.0, 1, 47.96, Pennsylvania
109.0, 0, 19.85, Colorado
25.0, 0, 168.43, Florida
49.0, 0, 34.77, North Carolina
33.0, 0, 10.2, Kentucky
78.0, 1, 253.49, North Carolina
4.0, 1, 286.86, Oregon
6.0, 1, 31.86, Massachusetts
65.0, 1, 193.82, Massachusetts
77.0, 1, 170.17, Massachusetts
53.0, 1, 8.54, Montana
31.0, 0, 90.31, New Jersey
5.0, 0, 105.95, California
31.0, 1, 89.73, New Jersey
15.0, 0, 26.43, Michigan
42.0, 1, 31.32, Texas
98.0, 0, 15.87, Alabama
67.0, 0, 36.35, North Carolina
55.0, 0, 50.93, New York
43.0, 0, 62.42, Washington
78.0, 1, 31.74, Missouri
47.0, 1, 127.12, Texas
3.0, 0, 11.26, Kansas
2.0, 1, 212.53, Georgia
22.0, 1, 25.12, New York
35.0, 1, 270.97, Illinois
37.0, 0, 263.4, Colorado
17.0, 0, 145.93, New York
2.0, 1, 10.58, Kentucky
35.0, 1, 302.0, New York
21.0, 1, 169.15, Ohio
15.0, 1, 44.75, Pennsylvania
18.0, 1, 40.12, Florida
66.0, 0, 168.7, Nevada
72.0, 0, 8.47, Arizona
4.0, 1, 24.25, New York
18.0, 1, 43.16, Mississippi
67.0, 1, 29.53, Indiana
34.0, 1, 84.53, Florida
55.0, 0, 38.11, New Jersey
77.0, 1, 89.98, Illinois
29.0, 1, 9.11, California
30.0, 1, 268.93, New York
60.0, 1, 514.13, Connecticut
48.0, 0, 107.36, Tennessee
39.0, 1, 47.0, California
97.0, 0, 44.44, Pennsylvania
10.0, 0, 7.36, California
85.0, 1, 25.05, California
0.0, 1, 30.31, Illinois
30.0, 1, 63.9, Ohio
71.0, 1, 32.94, Florida
60.0, 0, 159.59, Georgia
31.0, 0, 180.49, Ohio
82.0, 1, 46.04, Oklahoma
11.0, 0, 36.41, New York
60.0, 0, 45.96, North Carolina
83.0, 0, 43.06, Virginia
59.0, 1, 117.65, Massachusetts
19.0, 1, 196.56, Tennessee
53.0, 1, 56.16, Tennessee
47.0, 1, 20.94, California
75.0, 1, 27.36, California
5.0, 0, 27.5, South Carolina
57.0, 0, 31.01, Texas
19.0, 1, 286.02, Pennsylvania
1.0, 0, 189.47, Mississippi
4.0, 0, 17.05, Georgia
25.0, 0, 301.27, Louisiana
54.0, 0, 59.79, California
6.0, 1, 13.99, Mississippi
47.0, 0, 42.89, Arkansas
2.0, 1, 76.54, Tennessee
11.0, 0, 42.73, Pennsylvania
49.0, 0, 31.95, Louisiana
44.0, 0, 238.26, Colorado
87.0, 0, 69.3, California
40.0, 1, 25.25, Washington
35.0, 1, 50.97, Colorado
17.0, 0, 25.47, Missouri
42.0, 1, 162.1, Tennessee
16.0, 1, 124.4, New York
40.0, 1, 343.91, New York
81.0, 0, 92.79, California
0.0, 1, 379.83, New York
5.0, 1, 92.91, Arizona
19.0, 1, 221.97, Alaska
26.0, 1, 260.76, Texas
30.0, 0, 144.27, Virginia
41.0, 0, 14.86, New Jersey
79.0, 0, 10.23, Illinois
79.0, 1, 19.24, Minnesota
54.0, 1, 160.06, Oregon
22.0, 1, 44.09, California
11.0, 0, 87.94, Delaware
90.0, 1, 60.21, California
44.0, 0, 29.19, California
10.0, 0, 23.85, Georgia
29.0, 0, 124.11, Texas
48.0, 1, 36.49, Indiana
40.0, 0, 813.45, California
16.0, 0, 470.32, Ohio
62.0, 0, 123.89, Georgia
35.0, 0, 442.22, North Carolina
22.0, 1, 40.01, Florida
23.0, 0, 7.78, California
39.0, 1, 229.01, Pennsylvania
17.0, 1, 34.52, Arizona
8.0, 1, 21.68, Tennessee
90.0, 1, 320.2, Oregon
9.0, 0, 59.64, Oklahoma
41.0, 1, 71.22, Texas
68.0, 0, 281.43, Missouri
2.0, 1, 6.17, Kansas
11.0, 1, 273.07, Ohio
86.0, 1, 30.31, North Carolina
52.0, 0, 42.02, Virginia
38.0, 1, 10.07, Florida
16.0, 0, 73.67, Ohio
18.0, 1, 373.84, Illinois
54.0, 1, 55.39, California
56.0, 1, 42.46, Texas
33.0, 1, 21.19, Connecticut
48.0, 0, 39.38, Kansas
46.0, 1, 322.99, Texas
47.0, 1, 34.66, Minnesota
39.0, 0, 233.3, South Dakota
10.0, 1, 30.45, Oklahoma
55.0, 1, 307.99, Virginia
67.0, 0, 18.1, Wisconsin
37.0, 0, 31.29, Georgia
60.0, 1, 230.1, New Jersey
55.0, 0, 73.47, Texas
48.0, 0, 23.3, Ohio
66.0, 1, 147.28, Illinois
43.0, 1, 600.88, Florida
41.0, 1, 170.76, Alaska
14.0, 0, 214.32, Tennessee
34.0, 0, 246.54, Louisiana
49.0, 1, 109.15, Rhode Island
68.0, 0, 46.2, Georgia
66.0, 1, 38.44, Missouri
19.0, 1, 56.19, Virginia
73.0, 1, 58.51, Pennsylvania
59.0, 0, 13.98, North Carolina
52.0, 1, 71.92, Michigan
50.0, 0, 111.95, New York
53.0, 1, 104.06, California
50.0, 0, 14.99, Oklahoma
10.0, 0, 11.06, Florida
32.0, 1, 96.37, Georgia
42.0, 0, 50.03, Alabama
15.0, 1, 96.92, New Jersey
38.0, 0, 385.55, Texas
42.0, 1, 38.69, Texas
17.0, 0, 450.1, New York
74.0, 1, 7.83, Illinois
15.0, 0, 12.81, Michigan
31.0, 1, 28.65, Maryland
54.0, 1, 8.27, California
45.0, 0, 70.91, California
53.0, 0, 17.08, Virginia
28.0, 1, 1796.62, Tennessee
65.0, 0, 53.32, Texas
64.0, 1, 197.93, California
77.0, 1, 20.05, Indiana
10.0, 1, 34.46, California
0.0, 0, 329.24, Missouri
1.0, 0, 270.84, Illinois
6.0, 1, 209.44, Montana
38.0, 0, 10.52, Oklahoma
61.0, 1, 40.23, New York
68.0, 1, 258.43, New York
36.0, 0, 72.0, Minnesota
46.0, 0, 39.67, Louisiana
16.0, 1, 465.69, Texas
93.0, 0, 177.09, South Carolina
17.0, 0, 67.86, California
29.0, 1, 885.6, Texas
65.0, 1, 44.49, New Jersey
42.0, 0, 29.75, Michigan
18.0, 0, 296.4, New York
61.0, 1, 78.25, Ohio
23.0, 1, 1752.97, California
54.0, 0, 65.39, California
11.0, 1, 37.65, Wisconsin
9.0, 0, 40.07, California
35.0, 1, 14.23, Texas
42.0, 1, 130.34, Utah
0.0, 1, 92.09, Oregon
55.0, 0, 27.09, California
28.0, 0, 413.47, Illinois
54.0, 1, 104.89, Minnesota
49.0, 0, 71.92, Florida
0.0, 0, 10.51, California
54.0, 1, 51.2, New Jersey
16.0, 0, 51.34, Colorado
23.0, 1, 143.82, Tennessee
41.0, 0, 10.97, New York
27.0, 1, 29.82, Missouri
59.0, 0, 130.5, Ohio
39.0, 1, 65.33, Virginia
10.0, 1, 118.31, Wisconsin
22.0, 0, 176.53, Washington
11.0, 0, 4.86, California
52.0, 0, 34.04, California
52.0, 1, 396.61, Illinois
29.0, 0, 139.98, New York
41.0, 0, 98.15, Arkansas
40.0, 1, 167.1, Ohio
42.0, 0, 41.12, Indiana
22.0, 0, 57.1, Wisconsin
70.0, 1, 114.01, California
43.0, 1, 85.4, Michigan
22.0, 0, 156.81, California
77.0, 1, 27.31, Texas
60.0, 1, 243.58, Arkansas
71.0, 1, 344.27, Texas
76.0, 0, 65.34, Pennsylvania
103.0, 0, 5.25, Florida
66.0, 1, 1086.75, New Jersey
78.0, 0, 43.01, Arizona
57.0, 0, 62.24, Illinois
51.0, 0, 24.5, Florida
37.0, 1, 128.65, Nebraska
25.0, 1, 100.49, Idaho
6.0, 0, 255.88, New York
27.0, 1, 29.68, New York
64.0, 0, 141.53, California
14.0, 0, 68.94, Maryland
47.0, 1, 182.97, Tennessee
48.0, 0, 30.81, Florida
0.0, 0, 65.91, New York
52.0, 0, 90.39, California
61.0, 1, 10.7, Alaska
53.0, 0, 55.41, Texas
39.0, 0, 39.71, Texas
47.0, 1, 114.28, Pennsylvania
12.0, 0, 40.89, Indiana
17.0, 0, 8.31, South Carolina
23.0, 1, 24.66, Georgia
63.0, 1, 624.22, Illinois
94.0, 1, 131.89, Tennessee
59.0, 0, 21.21, Missouri
68.0, 0, 127.32, Georgia
54.0, 0, 52.64, Texas
52.0, 0, 74.62, Virginia
57.0, 0, 70.75, Kansas
14.0, 1, 40.87, Texas
41.0, 0, 86.74, Wisconsin
27.0, 0, 60.16, New York
3.0, 1, 642.27, Pennsylvania
7.0, 0, 310.64, Nebraska
65.0, 1, 24.1, California
27.0, 0, 35.36, California
14.0, 1, 28.55, Indiana
49.0, 1, 147.88, Virginia
30.0, 0, 43.65, Colorado
61.0, 1, 75.83, Florida
88.0, 0, 323.7, Florida
56.0, 1, 36.22, Maryland
2.0, 0, 22.92, Indiana
11.0, 0, 407.1, California
35.0, 0, 627.57, Washington
60.0, 0, 270.19, New York
66.0, 0, 179.11, Oregon
31.0, 1, 77.18, Arizona
73.0, 0, 16.62, California
29.0, 1, 92.83, Wisconsin
82.0, 0, 159.46, Missouri
44.0, 0, 275.69, Maryland
37.0, 0, 43.05, Tennessee
106.0, 0, 18.74, Tennessee
51.0, 0, 153.67, Missouri
16.0, 0, 40.86, Texas
58.0, 1, 188.91, Texas
32.0, 0, 197.54, California
5.0, 1, 154.25, Texas
22.0, 1, 54.56, California
20.0, 0, 45.17, Minnesota
21.0, 1, 173.54, Nebraska
21.0, 1, 5.66, Tennessee
75.0, 0, 51.4, Virginia
45.0, 0, 82.58, New Mexico
77.0, 1, 72.55, Illinois
39.0, 0, 310.36, Pennsylvania
60.0, 1, 14.69, Louisiana
68.0, 0, 10.09, North Dakota
9.0, 0, 33.24, California
26.0, 1, 874.18, California
7.0, 0, 89.66, New York
35.0, 1, 81.08, Wisconsin
73.0, 0, 24.61, Missouri
22.0, 0, 53.68, Ohio
69.0, 1, 54.59, Colorado
63.0, 1, 78.34, Oregon
56.0, 1, 8.05, New York
0.0, 0, 39.37, Missouri
55.0, 0, 26.24, Texas
8.0, 1, 113.96, Virginia
48.0, 0, 210.98, Illinois
62.0, 1, 368.26, California
36.0, 1, 247.86, New York
18.0, 1, 94.68, Florida
51.0, 0, 120.71, Nebraska
65.0, 0, 88.18, Florida
44.0, 0, 35.34, South Carolina
59.0, 0, 399.23, California
52.0, 1, 120.05, Washington
48.0, 1, 279.02, Washington
29.0, 0, 7.06, Ohio
36.0, 1, 5.08, Washington
10.0, 1, 22.8, Illinois
7.0, 0, 19.36, Missouri
99.0, 1, 67.28, Washington
1.0, 1, 148.77, Ohio
37.0, 1, 44.56, Minnesota
74.0, 0, 113.58, Ohio
2.0, 0, 56.32, Texas
75.0, 0, 33.8, Wisconsin
56.0, 0, 360.37, Florida
53.0, 0, 32.44, California
4.0, 1, 10.1, Virginia
47.0, 1, 64.45, Arizona
27.0, 1, 40.19, Illinois
29.0, 1, 82.07, Pennsylvania
37.0, 1, 44.61, New Hampshire
31.0, 1, 160.27, Connecticut
34.0, 0, 130.55, Ohio
15.0, 1, 21.02, Florida
50.0, 1, 409.27, California
58.0, 1, 217.47, Tennessee
26.0, 0, 202.32, California
48.0, 0, 74.43, Texas
39.0, 1, 36.08, Michigan
33.0, 0, 21.35, New York
44.0, 0, 136.55, Iowa
30.0, 1, 73.07, Virginia
59.0, 0, 30.23, Indiana
15.0, 0, 56.5, Massachusetts
55.0, 1, 21.61, New York
28.0, 1, 95.33, Colorado
56.0, 0, 85.98, Michigan
16.0, 0, 71.33, Michigan
39.0, 1, 79.9, Florida
50.0, 1, 281.54, Pennsylvania
48.0, 1, 37.56, Minnesota
95.0, 1, 30.71, California
28.0, 0, 216.66, North Carolina
37.0, 0, 294.64, North Carolina
45.0, 1, 241.41, California
23.0, 0, 782.1, Oklahoma
0.0, 0, 26.81, Missouri
84.0, 0, 98.35, Pennsylvania
45.0, 1, 98.94, Massachusetts
65.0, 0, 17.69, California
4.0, 1, 25.45, Indiana
21.0, 0, 8.3, Pennsylvania
53.0, 1, 103.07, California
60.0, 1, 26.87, Illinois
27.0, 0, 36.39, Colorado
72.0, 1, 443.75, Virginia
48.0, 1, 35.93, Florida
107.0, 0, 23.4, Illinois
44.0, 1, 143.99, Texas
73.0, 0, 31.41, Tennessee
13.0, 0, 51.88, California
23.0, 1, 35.75, Massachusetts
34.0, 0, 62.98, Arkansas
81.0, 1, 17.35, Utah
86.0, 1, 24.59, California
22.0, 0, 20.18, Iowa
23.0, 1, 94.29, New Mexico
80.0, 0, 107.39, Illinois
74.0, 1, 73.23, New Jersey
9.0, 0, 56.58, Kentucky
27.0, 0, 40.4, Texas
12.0, 0, 126.66, Ohio
50.0, 0, 13.52, Iowa
82.0, 1, 70.49, California
41.0, 1, 388.68, South Carolina
60.0, 1, 76.18, Virginia
12.0, 0, 54.84, Massachusetts
61.0, 1, 64.16, Texas
29.0, 0, 13.29, Massachusetts
50.0, 0, 185.71, South Carolina
19.0, 0, 165.76, Nevada
14.0, 1, 12.14, Florida
23.0, 1, 37.74, South Carolina
16.0, 1, 158.51, California
65.0, 0, 234.96, New York
71.0, 0, 859.74, Wisconsin
59.0, 0, 11.14, Texas
29.0, 0, 61.51, Illinois
21.0, 1, 18.65, Massachusetts
31.0, 0, 7.46, South Carolina
31.0, 1, 191.7, Minnesota
78.0, 1, 71.24, California
20.0, 0, 411.78, Illinois
24.0, 0, 64.64, Texas
31.0, 0, 17.13, North Carolina
113.0, 0, 50.51, California
36.0, 1, 583.75, New York
17.0, 1, 68.89, Ohio
96.0, 1, 38.48, California
101.0, 1, 378.12, New York
78.0, 1, 101.27, Utah
56.0, 0, 138.93, Ohio
82.0, 0, 122.54, Illinois
49.0, 0, 128.75, Alabama
60.0, 1, 38.83, New York
10.0, 0, 277.39, Pennsylvania
0.0, 0, 148.85, New Jersey
6.0, 0, 3.12, Florida
17.0, 0, 246.35, Alabama
12.0, 1, 54.49, California
26.0, 1, 157.3, Georgia
74.0, 1, 72.14, Maryland
31.0, 0, 25.37, Virginia
36.0, 0, 10.67, California
17.0, 1, 24.77, Tennessee
9.0, 0, 326.09, New Jersey
7.0, 1, 409.44, Wisconsin
28.0, 1, 38.81, Texas
26.0, 0, 20.12, Texas
69.0, 1, 227.94, Maine
56.0, 0, 51.84, Nebraska
55.0, 0, 113.46, Iowa
18.0, 1, 12.6, Colorado
72.0, 1, 30.85, New York
1.0, 0, 155.02, Ohio
41.0, 1, 18.34, Ohio
55.0, 1, 188.42, Tennessee
19.0, 0, 50.88, Iowa
8.0, 0, 92.59, Texas
28.0, 0, 181.66, Georgia
58.0, 1, 152.03, Florida
65.0, 0, 26.83, New York
69.0, 0, 60.11, New York
97.0, 1, 263.94, Hawaii
29.0, 1, 81.22, Indiana
69.0, 1, 93.7, Texas
36.0, 1, 77.83, Wisconsin
46.0, 0, 476.54, Texas
60.0, 1, 171.09, North Carolina
16.0, 1, 336.28, North Carolina
3.0, 1, 45.19, California
56.0, 0, 101.19, North Dakota
48.0, 0, 124.09, Oklahoma
66.0, 1, 654.23, Illinois
17.0, 1, 140.14, Texas
54.0, 1, 79.23, California
31.0, 1, 13.2, Tennessee
53.0, 0, 15.04, Tennessee
61.0, 0, 68.56, Texas
7.0, 0, 47.89, California
75.0, 1, 124.86, North Carolina
94.0, 0, 284.73, California
30.0, 1, 42.74, Virginia
58.0, 0, 2.64, Texas
83.0, 1, 48.24, Michigan
77.0, 1, 152.89, Pennsylvania
62.0, 1, 59.7, California
10.0, 1, 19.49, North Carolina
22.0, 0, 127.31, Louisiana
82.0, 1, 21.81, Missouri
86.0, 1, 97.23, Texas
35.0, 1, 176.01, Florida
45.0, 0, 46.76, Washington
60.0, 0, 24.35, Virginia
72.0, 0, 48.02, Georgia
45.0, 1, 95.81, Kentucky
34.0, 0, 9.21, Ohio
55.0, 1, 227.2, Louisiana
57.0, 1, 29.64, New Mexico
19.0, 0, 1002.19, California
65.0, 0, 141.1, Massachusetts
26.0, 1, 92.88, Kentucky
107.0, 0, 24.63, North Carolina
58.0, 0, 90.22, California
65.0, 1, 53.25, Louisiana
51.0, 1, 294.81, Iowa
49.0, 1, 23.94, Illinois
40.0, 0, 203.54, Texas
19.0, 0, 92.95, California
46.0, 1, 46.98, Michigan
49.0, 0, 13.46, Michigan
40.0, 1, 31.34, North Carolina
47.0, 1, 9.56, California
30.0, 0, 16.68, Kansas
4.0, 0, 45.48, Tennessee
13.0, 1, 18.74, Texas
13.0, 0, 51.99, New York
26.0, 1, 33.25, California
88.0, 0, 126.14, Florida
54.0, 0, 28.91, Massachusetts
4.0, 1, 275.13, South Carolina
74.0, 1, 275.81, New York
10.0, 1, 115.74, South Carolina
36.0, 0, 24.07, Alabama
4.0, 0, 25.79, Texas
23.0, 1, 91.75, Texas
64.0, 1, 15.98, West Virginia
39.0, 1, 175.55, California
33.0, 1, 350.55, California
56.0, 1, 51.44, Wyoming
44.0, 1, 13.5, Mississippi
5.0, 1, 36.73, Minnesota
60.0, 0, 163.62, Kentucky
82.0, 1, 62.74, California
21.0, 0, 89.69, New York
22.0, 1, 134.87, Michigan
5.0, 0, 305.22, Illinois
70.0, 1, 133.88, Pennsylvania
52.0, 0, 57.55, Missouri
12.0, 0, 33.53, South Carolina
26.0, 1, 62.93, Indiana
38.0, 0, 13.04, Washington
42.0, 1, 80.96, California
82.0, 1, 90.73, Alaska
103.0, 0, 174.4, Pennsylvania
31.0, 0, 57.1, Washington
6.0, 1, 69.58, California
56.0, 1, 143.41, Missouri
58.0, 0, 51.48, Oklahoma
35.0, 0, 86.71, Ohio
66.0, 1, 13.02, California
99.0, 1, 21.69, Kentucky
41.0, 0, 11.18, Connecticut
65.0, 0, 487.12, Washington
2.0, 1, 143.08, Missouri
41.0, 0, 33.27, California
18.0, 1, 40.31, Georgia
42.0, 1, 86.4, New York
50.0, 0, 90.18, Tennessee
78.0, 1, 52.15, California
38.0, 0, 11.42, Virginia
15.0, 0, 74.38, New York
51.0, 1, 299.42, Virginia
20.0, 1, 65.94, Minnesota
2.0, 0, 173.27, Texas
89.0, 0, 152.01, Indiana
9.0, 0, 151.46, Michigan
25.0, 1, 448.03, Virginia
